0,453,96,453,96,489,0,489,0.9997092
0,506,240,506,240,541,0,541,0.9997086
0,139,576,139,576,172,0,172,0.9997069
0,86,64,86,64,119,0,119,0.9997018
0,296,320,296,320,329,0,329,0.99969983
0,348,240,348,240,381,0,381,0.9996971
0,244,320,244,320,276,0,276,0.9996958
304,454,576,454,576,488,304,488,0.9996946
0,570,160,570,160,604,0,604,0.9996917
0,191,320,191,320,222,0,222,0.9996897
304,572,464,572,464,605,304,605,0.99968886
368,244,576,244,576,276,368,276,0.9996886
272,83,607,83,607,120,272,120,0.99968815
368,297,576,297,576,330,368,330,0.9996842
368,192,592,192,592,223,368,223,0.9996841
368,349,560,349,560,382,368,382,0.999684
288,351,320,351,320,382,288,382,0.9996828
240,400,368,400,368,437,240,437,0.99968183
256,31,368,31,368,66,256,66,0.9996815
