48,433,512,433,512,490,48,490,0.99991274
416,396,592,396,592,434,416,434,0.99990916
416,353,576,353,576,388,416,388,0.9999062
480,102,576,102,576,153,480,153,0.9999032
48,107,144,107,144,153,48,153,0.99990165
32,506,592,506,592,557,32,557,0.9999002
32,244,416,244,416,284,32,284,0.99989986
32,573,176,573,176,614,32,614,0.99989355
32,182,304,182,304,241,32,241,0.9998876
32,485,192,485,192,524,32,524,0.99988484
16,350,304,350,304,396,16,396,0.9998841
32,157,384,157,384,190,32,190,0.9998814
464,393,592,393,592,436,464,436,0.99988115
0,512,32,512,32,574,0,574,0.9998807
384,191,576,191,576,239,384,239,0.9998785
480,577,592,577,592,610,480,610,0.99987245
160,16,480,16,480,76,160,76,0.9998704
16,285,592,285,592,326,16,326,0.99987006
0,387,304,387,304,437,0,437,0.9998684
432,479,592,479,592,522,432,522,0.99986815
