496,329,560,329,560,364,496,364,0.99990344
288,24,432,24,432,65,288,65,0.999902
32,422,448,422,448,468,32,468,0.99989223
320,532,432,532,432,568,320,568,0.99987555
32,473,448,473,448,517,32,517,0.99986994
320,329,432,329,432,366,320,366,0.99986684
32,25,240,25,240,65,32,65,0.99986124
32,532,224,532,224,568,32,568,0.99983764
512,127,560,127,560,159,512,159,0.9998375
512,530,560,530,560,565,512,565,0.99982613
32,122,224,122,224,165,32,165,0.99982554
512,174,560,174,560,209,512,209,0.99982506
496,76,560,76,560,113,496,113,0.9998222
320,272,448,272,448,316,320,316,0.9998216
320,78,432,78,432,117,320,117,0.9998172
320,379,432,379,432,416,320,416,0.999816
512,24,560,24,560,61,512,61,0.99981457
512,274,560,274,560,310,512,310,0.99981433
32,375,240,375,240,418,32,418,0.99981254
32,274,224,274,224,317,32,317,0.99981135
320,122,448,122,448,162,320,162,0.9998086
32,74,240,74,240,117,32,117,0.99980825
0,212,448,212,448,259,0,259,0.9998054
496,228,560,228,560,260,496,260,0.9998049
496,479,560,479,560,510,496,510,0.9998036
16,325,304,325,304,369,16,369,0.9998012
0,175,256,175,256,214,0,214,0.99980086
496,379,560,379,560,412,496,412,0.9997993
16,592,176,592,176,635,16,635,0.9997974
496,430,560,430,560,462,496,462,0.99979645
304,172,448,172,448,212,304,212,0.99979585
