32,532,192,532,192,572,32,572,0.99995637
32,279,480,279,480,319,32,319,0.99995494
32,321,607,321,607,361,32,361,0.9999534
32,237,480,237,480,276,32,276,0.9999497
480,432,560,432,560,467,480,467,0.9999491
480,586,544,586,544,617,480,617,0.9999486
48,366,128,366,128,417,48,417,0.99994826
32,147,208,147,208,196,32,196,0.99994755
32,116,384,116,384,152,32,152,0.9999474
32,583,192,583,192,621,32,621,0.9999471
496,482,560,482,560,516,496,516,0.9999447
32,431,240,431,240,469,32,469,0.9999428
320,432,432,432,432,470,320,470,0.9999417
176,229,480,229,480,275,176,275,0.9999416
32,480,176,480,176,521,32,521,0.9999404
128,5,528,5,528,62,128,62,0.9999397
320,532,560,532,560,567,320,567,0.9999356
176,0,272,0,272,22,176,22,0.99993527
16,190,240,190,240,240,16,240,0.9999347
176,277,480,277,480,316,176,316,0.99993443
320,480,432,480,432,520,320,520,0.99993396
320,584,432,584,432,619,320,619,0.9999324
304,198,576,198,576,236,304,236,0.9999323
480,264,592,264,592,326,480,326,0.99993134
560,406,592,406,592,443,560,443,0.99993014
64,60,480,60,480,119,64,119,0.9999292
256,146,480,146,480,193,256,193,0.99992883
256,365,607,365,607,419,256,419,0.99992883
208,173,576,173,576,238,208,238,0.9999287
