176,671,240,671,240,712,176,712,0.9999453
48,599,368,599,368,640,48,640,0.9999449
512,473,576,473,576,507,512,507,0.9999448
48,189,416,189,416,230,48,230,0.9999435
48,641,607,641,607,681,48,681,0.9999422
48,560,288,560,288,602,48,602,0.99994147
256,151,416,151,416,186,256,186,0.99994004
320,801,496,801,496,858,320,858,0.99993813
480,381,576,381,576,420,480,420,0.9999372
288,902,480,902,480,984,288,984,0.99993706
144,832,368,832,368,890,144,890,0.99993694
48,340,144,340,144,383,48,383,0.9999366
320,919,480,919,480,983,320,983,0.99993634
48,151,208,151,208,188,48,188,0.9999362
480,432,576,432,576,468,480,468,0.9999356
32,729,240,729,240,770,32,770,0.99993384
48,466,128,466,128,507,48,507,0.9999329
496,813,544,813,544,871,496,871,0.99992967
448,762,528,762,528,821,448,821,0.9999287
448,987,480,987,480,1030,448,1030,0.9999285
48,388,128,388,128,425,48,425,0.9999261
240,765,528,765,528,814,240,814,0.99992585
48,233,144,233,144,269,48,269,0.99992585
320,1052,480,1052,480,1111,320,1111,0.99992573
256,235,336,235,336,268,256,268,0.9999254
176,808,496,808,496,855,176,855,0.999923
32,89,160,89,160,129,32,129,0.9999217
512,341,576,341,576,375,512,375,0.99992144
336,845,368,845,368,894,336,894,0.9999201
128,765,528,765,528,815,128,815,0.9999201
448,841,512,841,512,903,448,903,0.9999169
480,299,576,299,576,333,480,333,0.9999157
448,1002,528,1002,528,1061,448,1061,0.99991477
448,932,480,932,480,995,448,995,0.9999143
48,430,128,430,128,468,48,468,0.99991333
432,1033,512,1033,512,1077,432,1077,0.9999119
288,864,512,864,512,940,288,940,0.9999114
256,92,448,92,448,132,256,132,0.9999069
48,303,128,303,128,341,48,341,0.99990535
144,1067,320,1067,320,1126,144,1126,0.999905
224,1071,320,1071,320,1124,224,1124,0.9999045
208,964,528,964,528,1014,208,1014,0.99990284
112,882,352,882,352,937,112,937,0.9999025
96,823,144,823,144,893,96,893,0.99990225
112,926,320,926,320,984,112,984,0.9999007
32,26,112,26,112,63,32,63,0.99989915
192,1033,224,1033,224,1075,192,1075,0.9998989
96,782,128,782,128,827,96,827,0.9998988
320,1003,528,1003,528,1058,320,1058,0.9998983
304,720,480,720,480,782,304,782,0.99989784
496,92,576,92,576,129,496,129,0.999897
48,505,256,505,256,566,48,566,0.9998964
480,1083,512,1083,512,1126,480,1126,0.9998958
352,500,400,500,400,540,352,540,0.9998956
