480,156,560,156,560,191,480,191,0.9997993
304,57,592,57,592,89,304,89,0.99977356
384,462,528,462,528,493,384,493,0.99977106
352,330,400,330,400,360,352,360,0.999767
384,554,512,554,512,585,384,585,0.99976045
0,512,144,512,144,548,0,548,0.9997515
480,329,560,329,560,358,480,358,0.9997484
480,286,560,286,560,317,480,317,0.99973756
0,101,368,101,368,135,0,135,0.9997131
384,414,416,414,416,446,384,446,0.9997069
0,58,240,58,240,93,0,93,0.9996966
0,458,144,458,144,496,0,496,0.99969506
32,328,192,328,192,358,32,358,0.9996941
480,204,560,204,560,235,480,235,0.9996927
240,328,288,328,288,360,240,360,0.9996885
224,155,416,155,416,191,224,191,0.9996885
32,245,192,245,192,273,32,273,0.99967647
48,203,432,203,432,235,48,235,0.9996753
496,372,544,372,544,398,496,398,0.9996692
0,410,128,410,128,445,0,445,0.9996692
240,246,560,246,560,275,240,275,0.9996619
64,152,160,152,160,188,64,188,0.99965715
0,549,128,549,128,587,0,587,0.99965334
0,16,288,16,288,48,0,48,0.9996531
0,370,400,370,400,401,0,401,0.9996475
16,287,416,287,416,317,16,317,0.99964595
368,509,464,509,464,548,368,548,0.9996357
