64,154,352,154,352,187,64,187,0.9998047
64,316,192,316,192,349,64,349,0.99979705
224,245,544,245,544,273,224,273,0.9997813
64,356,192,356,192,388,64,388,0.99977976
64,184,464,184,464,216,64,216,0.9997793
240,215,544,215,544,242,240,242,0.99977785
64,507,384,507,384,538,64,538,0.99977523
256,318,560,318,560,348,256,348,0.9997626
256,356,352,356,352,385,256,385,0.9997527
64,536,592,536,592,567,64,567,0.9997509
64,404,240,404,240,442,64,442,0.9997459
192,564,256,564,256,596,192,596,0.99972075
80,7,496,7,496,56,80,56,0.999716
64,444,240,444,240,475,64,475,0.99970067
64,479,288,479,288,509,64,509,0.9996958
64,246,160,246,160,274,64,274,0.9996909
224,60,352,60,352,104,224,104,0.9996879
64,279,176,279,176,312,64,312,0.9996859
64,216,144,216,144,244,64,244,0.99968493
336,405,512,405,512,437,336,437,0.9996785
224,281,544,281,544,311,224,311,0.9996743
