48,94,176,94,176,139,48,139,0.9999435
192,290,304,290,304,325,192,325,0.99993837
432,237,560,237,560,276,432,276,0.99993646
224,241,304,241,304,279,224,279,0.9999292
464,15,512,15,512,49,464,49,0.99992096
464,193,560,193,560,235,464,235,0.9999156
32,561,432,561,432,613,32,613,0.999915
352,151,560,151,560,185,352,185,0.9999132
32,527,432,527,432,566,32,566,0.9999101
224,153,304,153,304,190,224,190,0.9999056
32,403,128,403,128,440,32,440,0.99990225
336,59,384,59,384,92,336,92,0.9999018
336,103,384,103,384,137,336,137,0.99989796
32,293,80,293,80,328,32,328,0.99989486
32,353,192,353,192,394,32,394,0.999892
32,55,224,55,224,95,32,95,0.99987614
336,11,384,11,384,49,336,49,0.999876
32,481,400,481,400,518,32,518,0.99987304
448,105,496,105,496,139,448,139,0.99986875
272,407,368,407,368,442,272,442,0.9998679
448,59,512,59,512,91,448,91,0.99986696
16,442,416,442,416,482,16,482,0.9998659
32,9,192,9,192,53,32,53,0.99986255
