32,279,480,279,480,319,32,319,0.99995637
32,321,607,321,607,361,32,361,0.9999548
32,236,480,236,480,275,32,275,0.99995315
48,366,128,366,128,418,48,418,0.9999486
32,156,192,156,192,195,32,195,0.9999485
288,482,432,482,432,519,288,519,0.99994814
32,115,384,115,384,151,32,151,0.99994814
512,481,560,481,560,515,512,515,0.9999478
32,532,432,532,432,570,32,570,0.9999478
208,193,240,193,240,250,208,250,0.9999471
32,584,176,584,176,621,32,621,0.9999453
288,433,560,433,560,468,288,468,0.9999428
32,431,240,431,240,470,32,470,0.9999418
288,584,432,584,432,619,288,619,0.9999418
32,479,208,479,208,520,32,520,0.9999404
304,193,607,193,607,236,304,236,0.9999398
176,230,480,230,480,276,176,276,0.9999397
128,5,528,5,528,62,128,62,0.99993944
176,277,480,277,480,316,176,316,0.9999355
512,534,544,534,544,567,512,567,0.9999354
176,0,224,0,224,22,176,22,0.99993455
16,169,336,169,336,234,16,234,0.99993443
480,265,576,265,576,325,480,325,0.9999324
288,152,592,152,592,194,288,194,0.9999306
80,59,432,59,432,119,80,119,0.99993014
272,372,607,372,607,417,272,417,0.9999293
512,584,544,584,544,614,512,614,0.99992895
512,220,592,220,592,283,512,283,0.99992824
