0,468,240,468,240,499,0,499,0.9997008
0,309,320,309,320,342,0,342,0.99970007
0,570,96,570,96,604,0,604,0.9996996
0,259,320,259,320,291,0,291,0.99969923
0,363,320,363,320,395,0,395,0.99968433
384,206,592,206,592,240,384,240,0.9996809
0,206,64,206,64,239,0,239,0.9996761
304,571,576,571,576,604,304,604,0.9996748
368,364,576,364,576,396,368,396,0.9996741
0,414,320,414,320,446,0,446,0.99967027
368,311,592,311,592,343,368,343,0.99965894
368,259,576,259,576,291,368,291,0.9996582
368,468,560,468,560,499,368,499,0.9996531
368,416,576,416,576,446,368,446,0.9996456
272,207,336,207,336,243,272,243,0.99963987
288,470,320,470,320,501,288,501,0.99963784
240,152,384,152,384,188,240,188,0.9996333
240,521,368,521,368,554,240,554,0.99963224
