128,549,464,549,464,587,128,587,0.9998846
288,107,496,107,496,140,288,140,0.9998834
48,123,256,123,256,153,48,153,0.9998778
208,60,432,60,432,95,208,95,0.9998772
48,61,160,61,160,94,48,94,0.99986947
64,96,160,96,160,125,64,125,0.99986804
144,656,448,656,448,690,144,690,0.9998599
64,168,208,168,208,204,64,204,0.99985635
160,501,592,501,592,554,160,554,0.99983764
128,690,464,690,464,726,128,726,0.99983454
208,620,416,620,416,654,208,654,0.9998292
288,165,496,165,496,198,288,198,0.99982685
480,63,528,63,528,93,480,93,0.9998122
288,200,496,200,496,235,288,235,0.99981076
176,589,432,589,432,619,176,619,0.999803
0,0,512,0,512,17,0,17,0.9997969
