512,389,576,389,576,423,512,423,0.9999423
48,515,368,515,368,554,48,554,0.99994206
176,588,240,588,240,625,176,625,0.999941
48,33,176,33,176,70,48,70,0.9999409
32,643,336,643,336,695,32,695,0.9999404
256,150,336,150,336,184,256,184,0.9999373
448,346,576,346,576,381,448,381,0.9999361
48,371,336,371,336,434,48,434,0.99993455
448,214,592,214,592,249,448,249,0.99993205
48,557,607,557,607,595,48,595,0.9999316
400,34,464,34,464,68,400,68,0.9999304
32,89,160,89,160,129,32,129,0.99993
448,296,576,296,576,333,448,333,0.99992573
448,871,512,871,512,920,448,920,0.99992526
48,342,128,342,128,382,48,382,0.99992514
336,632,432,632,432,711,336,711,0.9999237
400,889,448,889,448,932,400,932,0.99992335
256,90,576,90,576,126,256,126,0.9999231
48,261,128,261,128,299,48,299,0.99992275
144,684,336,684,336,740,144,740,0.99992204
512,257,576,257,576,288,512,288,0.99992037
160,857,240,857,240,901,160,901,0.9999201
368,673,496,673,496,729,368,729,0.9999198
48,475,272,475,272,517,48,517,0.9999194
288,853,512,853,512,915,288,915,0.9999182
432,666,496,666,496,734,432,734,0.999918
48,305,128,305,128,341,48,341,0.99991715
48,219,128,219,128,258,48,258,0.99991703
144,777,288,777,288,830,144,830,0.99991655
320,919,528,919,528,1006,320,1006,0.99991417
320,953,352,953,352,997,320,997,0.99991417
160,407,416,407,416,494,160,494,0.99991333
112,716,528,716,528,775,112,775,0.9999131
208,921,272,921,272,965,208,965,0.9999126
128,990,192,990,192,1033,128,1033,0.9999126
112,818,528,818,528,874,112,874,0.99991226
464,922,512,922,512,966,464,966,0.9999112
192,969,224,969,224,1012,192,1012,0.9999107
112,885,336,885,336,933,112,933,0.9999093
48,414,160,414,160,457,48,457,0.99990773
352,741,448,741,448,789,352,789,0.999907
432,779,512,779,512,837,432,837,0.9999058
112,936,208,936,208,981,112,981,0.99990475
288,987,512,987,512,1032,288,1032,0.99990404
128,447,160,447,160,486,128,486,0.99990404
96,740,144,740,144,814,96,814,0.9999039
272,931,528,931,528,998,272,998,0.9999026
32,146,144,146,144,187,32,187,0.9998971
