528,136,672,136,672,171,528,171,0.9997435
816,253,1152,253,1152,283,816,283,0.99972683
0,277,320,277,320,305,0,305,0.99972254
16,307,288,307,288,330,16,330,0.9996939
16,252,208,252,208,280,16,280,0.9996929
528,180,656,180,656,210,528,210,0.99968386
944,137,1200,137,1200,169,944,169,0.9996828
416,403,752,403,752,436,416,436,0.9996816
416,323,1008,323,1008,361,416,361,0.99967957
592,252,752,252,752,284,592,284,0.9996772
32,134,256,134,256,172,32,172,0.9996762
32,178,432,178,432,211,32,211,0.9996742
416,364,784,364,784,398,416,398,0.99967146
800,403,960,403,960,434,800,434,0.9996712
320,253,528,253,528,282,320,282,0.9996668
1056,176,1168,176,1168,212,1056,212,0.9996655
