48,345,128,345,128,382,48,382,0.9998975
496,191,592,191,592,227,496,227,0.99989223
128,390,416,390,416,424,128,424,0.99989057
176,495,448,495,448,552,176,552,0.9998895
160,555,607,555,607,622,160,622,0.9998853
240,137,320,137,320,174,240,174,0.9998838
32,72,592,72,592,117,32,117,0.99987733
32,181,432,181,432,228,32,228,0.99987674
32,298,224,298,224,336,32,336,0.99987245
240,243,320,243,320,280,240,280,0.99987054
16,0,224,0,224,18,16,18,0.99986947
496,243,592,243,592,278,496,278,0.9998692
16,20,592,20,592,70,16,70,0.9998691
496,135,592,135,592,171,496,171,0.99986875
192,433,592,433,592,468,192,468,0.9998604
