16,798,352,798,352,827,16,827,0.9997607
16,630,272,630,272,677,16,677,0.99974936
48,572,320,572,320,614,48,614,0.9997303
48,533,320,533,320,575,48,575,0.999723
16,679,240,679,240,714,16,714,0.9997075
432,459,592,459,592,484,432,484,0.9996996
16,850,192,850,192,885,16,885,0.99969697
16,373,448,373,448,406,16,406,0.9996929
16,425,96,425,96,461,16,461,0.9996879
80,179,368,179,368,227,80,227,0.99968374
16,456,192,456,192,485,16,485,0.9996824
16,346,448,346,448,375,16,375,0.99968064
16,258,288,258,288,323,16,323,0.9996755
368,481,592,481,592,510,368,510,0.99967194
16,316,432,316,432,348,16,348,0.9996698
16,766,384,766,384,798,16,798,0.9996667
32,906,480,906,480,938,32,938,0.9996619
32,876,448,876,448,907,32,907,0.99966145
16,484,192,484,192,510,16,510,0.99965644
64,27,528,27,528,167,64,167,0.9996507
336,426,592,426,592,458,336,458,0.9996501
176,247,288,247,288,315,176,315,0.9996488
