0,746,304,746,304,777,0,777,0.9997272
0,685,80,685,80,716,0,716,0.99972194
0,375,240,375,240,407,0,407,0.9997211
0,22,128,22,128,57,0,57,0.9997191
0,714,560,714,560,746,0,746,0.9997186
0,508,480,508,480,540,0,540,0.99971765
0,538,304,538,304,569,0,569,0.99970883
0,656,576,656,576,689,0,689,0.99970657
0,569,544,569,544,599,0,599,0.99969935
0,206,320,206,320,238,0,238,0.99969447
0,597,607,597,607,628,0,628,0.999694
0,628,112,628,112,659,0,659,0.9996908
0,310,240,310,240,340,0,340,0.9996865
0,249,240,249,240,281,0,281,0.9996855
384,263,576,263,576,295,384,295,0.99968493
384,323,576,323,576,353,384,353,0.9996834
0,277,32,277,32,306,0,306,0.9996822
288,376,320,376,320,406,288,406,0.99968064
0,1034,607,1034,607,1072,0,1072,0.9996762
384,377,560,377,560,408,384,408,0.9996741
384,206,592,206,592,237,384,237,0.99967396
0,343,32,343,32,366,0,366,0.9996729
128,123,480,123,480,158,128,158,0.9996712
144,163,464,163,464,198,144,198,0.99967
32,478,208,478,208,510,32,510,0.99966955
