16,412,400,412,400,445,16,445,0.9997719
16,361,192,361,192,398,16,398,0.9997415
32,123,192,123,192,159,32,159,0.9997391
144,671,464,671,464,706,144,706,0.99973243
0,316,192,316,192,350,0,350,0.99972636
32,83,144,83,144,117,32,117,0.9997187
16,21,272,21,272,55,16,55,0.9997173
16,262,352,262,352,297,16,297,0.9997116
160,167,208,167,208,198,160,198,0.99970883
16,214,240,214,240,249,16,249,0.9997025
16,169,112,169,112,204,16,204,0.9996996
0,516,336,516,336,553,0,553,0.9996952
0,467,192,467,192,502,0,502,0.99967575
